"body","PR_ID","acknowledgement","action","apology","citation","code","commit","disagreement","emoji","greeting","offer","opinion","question","request","requirement","statement","suggestion","summon","thank","welcome"
"Thank you all for making my first contribution to rails, a very warming experience. 👍👌✨","C 0001363",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"rause?","C 0001364",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"We might also want to add `#{const_regexp(camel_cased_word)}` to the end of this regex to ensure we're catching the right load error. Might be a good idea to test this actually raises now too seeing how CI is passing with a typo 🤔","C 0001365",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Thank you @gmcgibbon and @djberg96 _x000D_
_x000D_
- added a test to catch the `s/rause/raise/` fail (so it is properly tested)_x000D_
- added `#{const_regexp(camel_cased_word)}` to regular expression to narrow down exception from the autoloader","C 0001366",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
"👍 ","C 0001367",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0
"fixed Changelog conflict..._x000D_
_x000D_
@gmcgibbon thank you so much for your help (and your patience for having to repeat that)_x000D_
@djberg96 thanks for the ping and keeping me honest","C 0001368",0,0,0,0,3,0,0,0,0,0,0,0,0,2,4,4,2,0,0
"odd collate error for mysql (that I haven't seen before)_x000D_
kicking","C 0001369",0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
"Thanks for all the help on this PR, and rails in general. It is hard work maintaining OSS._x000D_
","C 0001370",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
"Am I missing something or this test is not using `Parameters`?","C 0001371",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"🤦‍♂️ My bad, fixed now.","C 0001372",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
"I thought we had deprecated exists? without arguments?","C 0001373",0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
"> I thought we had deprecated exists? without arguments?_x000D_
_x000D_
Not that I'm aware. Why would we do that?","C 0001374",0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0
"I can't for the life of me find that discussion now via GitHub's search. I just seem to remember @matthewd and either @eugeneius and @kamipo talking about this.","C 0001375",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
"Test are still broken, can you take a look?","C 0001376",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"@rafaelfranca they should be fine now, sorry about that! Since we weren't running these tests for the real adapters, some of them didn't support testing with scheduled jobs (i.e., enqueued with `enqueued_at`, that is always used when retrying jobs). I've skipped the tests for these, in the same way we were already skipping them for the `:inline` adapter (even though they weren't run for it). ","C 0001377",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
":scissors:","C 0001378",0,0,1,0,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0
"Thanks @y-yagi!_x000D_
_x000D_
Do you think it will make 5.2.x as well? I guess being it in master it will target 6.0, right?","C 0001379",0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
"@rhymes I backported to 5-2-stable f32549f4d52d762263bfb9eb42ee8ec4bf31e972 :) This fix will be included in the next release.","C 0001380",0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
"Thank you for your pull request. Unfortunately, @hahmed has already asked to work on this. As Rails contributors, we should be supportive of new contributors and respect their requests to submit PRs. I'm going to close this so @hahmed can go ahead with their patch.","C 0001381",0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
"🤦‍♂️ Thank you!","C 0001382",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"@javan Do we need this and `actiontext/bin/webpack-dev-server` files because I see they aren't working now on the rails/rails' master branch?","C 0001383",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"I don't think this `put a dummy application inside the framework tests` scale in the rails repository. It does make sense for an external plugin but for things that are inside the rails repository we should be following the same railties tests pattern that we have for all the other frameworks. The dummy application get outdated and we will end up testing those engines against a version behind of the one that is being currently being developed.","C 0001384",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"I left it by design, but I'm not strongly opposed to remove it.","C 0001385",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"The build stalled during `apt-get install`... https://travis-ci.org/rails/rails/jobs/475421372","C 0001386",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Should we backport it to `5-2-stable`?","C 0001387",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"I would like that very much. The lines changed here were introduced in 5.2.","C 0001388",0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
"Backported. :+1:","C 0001389",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Would be great to add tests for this configurations in https://github.com/rails/rails/blob/884310fdd031ed8121944f9ea07c8b7723c4e6b6/railties/test/application/configuration_test.rb","C 0001390",0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0
"The names of those tests will be invalid when Rails 6.0 is out maybe it would be better to say ""... is nil without the default configurations"" and remove `add_to_config 'config.load_defaults ""5.2""`?","C 0001391",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Could you also please add the defaults of `6.0` to this section in the guide https://edgeguides.rubyonrails.org/configuring.html#results-of-load-defaults","C 0001392",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
"Done!","C 0001393",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Can leave this around","C 0001394",0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0
"Instead of `gsub(/\R/, "" "")` you can use [`.squish`](https://api.rubyonrails.org/classes/String.html#method-i-squish) which should give the similar result. _x000D_
_x000D_
```suggestion_x000D_
        @description = sanitizer.sanitize(@header).squish_x000D_
```","C 0001395",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
"I'm not sure if I understand this correctly, but I would assume that `@description` would always be set since you always call `generate_description`?","C 0001396",0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
"Good catch! thanks 😸 ","C 0001397",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Not always. For example, index.html doesn't have `@description`, so I added `ontent_for?(:description)` check.","C 0001398",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Shouldn't we remove `if content_for?(:description)` and change these lines to?:_x000D_
```diff_x000D_
-<meta name=""description"" content=""<%= yield(:description) || 'Ruby on Rails Guides' %>"" />_x000D_
-<meta property=""og:description"" content=""<%= yield(:description) || 'Ruby on Rails Guides' %>"" />_x000D_
+<meta name=""description"" content=""<%= yield(:description).presence || 'Ruby on Rails Guides' %>"" />_x000D_
+<meta property=""og:description"" content=""<%= yield(:description).presence || 'Ruby on Rails Guides' %>"" />_x000D_
```_x000D_
_x000D_
(when `content_for?(:description)` is `false` then mata tags with description won't be rendered)","C 0001399",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Oops, I forgot removing `|| 'Ruby on Rails Guides'`.😱 _x000D_
_x000D_
Okay, let's use `.prensece || ""xxx""`!_x000D_
_x000D_
","C 0001400",0,0,0,0,1,1,0,0,0,0,1,1,0,1,3,0,0,0,0
"How about adding `.presence` in the line instead of in the layout template?_x000D_
```suggestion_x000D_
        @description = sanitizer.sanitize(@header).squish.presence_x000D_
```","C 0001401",0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,0,0
"Good idea, but the problem is the file `index.html.erb` is rendered by ActionView Renderer(not `markdown.rb` renderer). So, `@description` isn't set when the `index.html` is rendered (As a result, the `description` becomes an empty string). _x000D_
_x000D_
My another suggestion is setting `description` variable in the view like existing `page_title` and `header_section `._x000D_
_x000D_
https://github.com/rails/rails/blob/86517942e469193e8624d5078d718785552c1270/guides/source/index.html.erb#L1-L9","C 0001402",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"Yeah, looks good to me to treat the `description` like as the existing `page_title`.","C 0001403",0,2,0,0,0,1,0,0,1,0,3,0,0,3,5,0,2,0,0
"@kamipo Fixed! I added `description` to index.html and remove `presence` because all pages should have own description._x000D_
_x000D_
please re-review. :)","C 0001404",1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
"Does this mean that any page has no title?","C 0001405",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
"Not sure. I wrote this code same as existing code:_x000D_
_x000D_
https://github.com/rails/rails/blob/29bb990f97816f3e0fb086ec9985983c51a56a96/guides/source/layout.html.erb#L6_x000D_
_x000D_
But, as far as I saw, all page should have title. 🤔 ","C 0001406",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
"If so, I'd prefer to remove the redundant ` || 'Ruby on Rails Guides'`.","C 0001407",0,0,0,0,0,0,1,0,0,0,0,1,0,0,2,0,0,0,0
"🆒  I'm gonna remove it 🔪 ","C 0001408",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
"@kamipo Did it!","C 0001409",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"_Just wondering: What does SNS-friendly means? Is there any link or reference?_","C 0001410",0,0,0,0,1,0,0,0,0,0,0,1,0,0,2,0,0,0,0
"@simi `SNS` stands for ""social network sites"", and it is a popular term use in Japan to refer to social networks (Facebook, Twitter, etc). This PR is pretty much updating the guides so that when someone adds a link to guide and post it on Twitter or Facebook it would show a nice looking logo and summary._x000D_
_x000D_
@toshimaru would you mind addressing @bogdanvlviv's comment as well? I think that's a valid point since otherwise we won't even have a meta description tag that says ""Ruby on Rails Guides"".","C 0001411",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0
"@sikachu Done! And thanks for your follow-up :)_x000D_
_x000D_
@simi Like @sikachu explained, I use the abbreviation SNS for [Social Networking Service](https://en.wikipedia.org/wiki/Social_networking_service) such as Twitter and Facebook. When I say SNS-friendly, it means providing extra meta data for SNS.","C 0001412",0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0
"> Can you squash your commits into one?_x000D_
_x000D_
Sure.","C 0001413",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0
"Thanks!","C 0001414",0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0
"Just enough `value&.respond_to?(:to_d) ? value.to_d : value` or `value && value.respond_to?(:to_d) ? value.to_d : value`._x000D_
_x000D_
```suggestion_x000D_
        when ""average"" then value && value.respond_to?(:to_d) ? value.to_d : value_x000D_
```","C 0001415",0,0,0,1,0,0,2,2,0,0,0,0,0,0,3,0,0,0,0
"Thanks for the suggestion @kamipo change applied. 🙏 ","C 0001416",0,0,0,0,1,0,0,1,0,0,0,0,0,3,3,0,0,0,0
"r? @kamipo ","C 0001417",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
"Returning `nil` for `average` no records is preferable to me._x000D_
_x000D_
The reason that I pasted the all operation cases in https://github.com/rails/rails/pull/34601#discussion_r238217343 was for `when ""sum""`._x000D_
_x000D_
https://github.com/rails/rails/blob/e7717ec7a09ca83f92a9819303f7a93e038a2679/activerecord/lib/active_record/relation/calculations.rb#L400-L405_x000D_
_x000D_
Databases also returns `nil` for `sum` no records, but now Active Record regards no records `sum` as `0` instead of `nil`._x000D_
_x000D_
I believe that is historical reason, but it is a good timing to discuss the odd inconsistency for no records `sum` and `average`._x000D_
","C 0001418",0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0
"I think it makes sense to `sum` return `0` and average return `nil`. For sum it doesn't make difference if there is no records or if there is many that the sum returns 0, but for average it does make a difference since you don't know if 0 is because you have no record or because you have two records with `-10` and `10` as value.","C 0001419",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
"I don't know I get your point, you means that the difference (1) and (3) is less important than the difference (2) and (4), right?_x000D_
_x000D_
```_x000D_
root@localhost [test] > create table t (c int);_x000D_
Query OK, 0 rows affected (0.03 sec)_x000D_
_x000D_
root@localhost [test] > select sum(c) from t; -- (1)_x000D_
+--------+_x000D_
| sum(c) |_x000D_
+--------+_x000D_
|   NULL |_x000D_
+--------+_x000D_
1 row in set (0.00 sec)_x000D_
_x000D_
root@localhost [test] > select avg(c) from t; -- (2)_x000D_
+--------+_x000D_
| avg(c) |_x000D_
+--------+_x000D_
|   NULL |_x000D_
+--------+_x000D_
1 row in set (0.00 sec)_x000D_
_x000D_
root@localhost [test] > insert into t values (10), (-10);_x000D_
Query OK, 2 rows affected (0.00 sec)_x000D_
Records: 2  Duplicates: 0  Warnings: 0_x000D_
_x000D_
root@localhost [test] > select sum(c) from t; -- (3)_x000D_
+--------+_x000D_
| sum(c) |_x000D_
+--------+_x000D_
|      0 |_x000D_
+--------+_x000D_
1 row in set (0.00 sec)_x000D_
_x000D_
root@localhost [test] > select avg(c) from t; -- (4)_x000D_
+--------+_x000D_
| avg(c) |_x000D_
+--------+_x000D_
| 0.0000 |_x000D_
+--------+_x000D_
1 row in set (0.00 sec)_x000D_
```","C 0001420",0,2,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
"Yes. I can't think in a case where I need to know the sum of all records is 0 because there are no records or because all records are 0.","C 0001421",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
"I see, I agree that the difference is less important.","C 0001422",0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0
"Thanks for your PR._x000D_
Basically, PR will only be done on the master branch. After that, the committer backports that correspondence to the stable branch as necessary.  _x000D_
_x000D_
Can you change the target branch to master?  _x000D_
Also, can you add a test case to prevent regression?_x000D_
","C 0001423",0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0
"Going to close this since it's against the wrong branch. When you reopen please point your PR at the master branch and add a test. Thanks!","C 0001424",0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,1,0,0,0
"Sorry but I disagree. We should talk about the default value of the configuration when no railtie code is applied. So the current documentation is correct. If we tell that the default is `true` for `config.action_controller.default_protect_from_forgery` and the user see that config being set to `true` in the application they will think it is safe to remove when it is not._x000D_
_x000D_
We could talk which configs are applied when the version defaults are set but each individual config should have its default value not depending on the `load_defaults` call._x000D_
_x000D_
Let's change this PR to specify the defaults in each rails version up to 6.0.","C 0001425",0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2,0,0
"> Let's change this PR to specify the defaults in each rails version up to 6.0._x000D_
_x000D_
@rafaelfranca Do you want me to apply this change only, right?:_x000D_
```diff_x000D_
diff --git a/guides/source/configuring.md b/guides/source/configuring.md_x000D_
index 3b21197ae4..6bb5a1e03b 100644_x000D_
--- a/guides/source/configuring.md_x000D_
+++ b/guides/source/configuring.md_x000D_
@@ -805,7 +805,7 @@ There are a few configuration options available in Active Support:_x000D_
_x000D_
 * `config.active_job.custom_serializers` allows to set custom argument serializers. Defaults to `[]`._x000D_
_x000D_
-* `config.active_job.return_false_on_aborted_enqueue` change the return value of `#enqueue` to false instead of the job instance when the enqueuing is aborted. Defaults to `false`._x000D_
+* `config.active_job.return_false_on_aborted_enqueue` change the return value of `#enqueue` to false instead of the job instance when the enqueuing is aborted. Defaults to `false` up to Rails 6.0._x000D_
```","C 0001426",2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
"I'd prefer to remove those versions specifics from the config and add a new section like:_x000D_
_x000D_
```_x000D_
# Results of `load_defaults`_x000D_
_x000D_
## With '6.0':_x000D_
_x000D_
* `config.active_job.return_false_on_aborted_enqueue`: false_x000D_
* `config.foo.bar`: true_x000D_
```","C 0001427",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0
"> Sorry but I disagree. We should talk about the default value of the configuration when no railtie code is applied. So the current documentation is correct. If we tell that the default is true for config.action_controller.default_protect_from_forgery and the user see that config being set to true in the application they will think it is safe to remove when it is not._x000D_
_x000D_
Thanks for the explanation, that’s a point._x000D_
> I'd prefer to remove those versions specifics from the config and add a new section like:_x000D_
_x000D_
Good idea. I just amended this PR.","C 0001428",0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
"This causes build failures, I'd reckon we should change .travis.yml to make it work?:_x000D_
<details>_x000D_
_x000D_
```diff_x000D_
diff --git a/.travis.yml b/.travis.yml_x000D_
index 7bf508b7a7..68ae82edd1 100644_x000D_
--- a/.travis.yml_x000D_
+++ b/.travis.yml_x000D_
@@ -107,6 +107,9 @@ matrix:_x000D_
         - redis-server_x000D_
         - rabbitmq_x000D_
       before_install:_x000D_
+        - ""rm ${BUNDLE_GEMFILE}.lock""_x000D_
+        - ""travis_retry gem update --system""_x000D_
+        - ""travis_retry gem install bundler""_x000D_
         - sudo sed -i -e '/local.*peer/s/postgres/all/' -e 's/peer\|md5/trust/g' /etc/postgresql/*/main/pg_hba.conf_x000D_
         - ""sudo sed -i 's/port = 5433/port = 5432/' /etc/postgresql/10/main/postgresql.conf""_x000D_
         - ""sudo service postgresql restart 10""_x000D_
@@ -120,6 +123,9 @@ matrix:_x000D_
         - redis-server_x000D_
         - rabbitmq_x000D_
       before_install:_x000D_
+        - ""rm ${BUNDLE_GEMFILE}.lock""_x000D_
+        - ""travis_retry gem update --system""_x000D_
+        - ""travis_retry gem install bundler""_x000D_
         - sudo sed -i -e '/local.*peer/s/postgres/all/' -e 's/peer\|md5/trust/g' /etc/postgresql/*/main/pg_hba.conf_x000D_
         - ""sudo sed -i 's/port = 5433/port = 5432/' /etc/postgresql/10/main/postgresql.conf""_x000D_
         - ""sudo service postgresql restart 10""_x000D_
@@ -133,6 +139,9 @@ matrix:_x000D_
         - redis-server_x000D_
         - rabbitmq_x000D_
       before_install:_x000D_
+        - ""rm ${BUNDLE_GEMFILE}.lock""_x000D_
+        - ""travis_retry gem update --system""_x000D_
+        - ""travis_retry gem install bundler""_x000D_
         - sudo sed -i -e '/local.*peer/s/postgres/all/' -e 's/peer\|md5/trust/g' /etc/postgresql/*/main/pg_hba.conf_x000D_
         - ""sudo sed -i 's/port = 5433/port = 5432/' /etc/postgresql/10/main/postgresql.conf""_x000D_
         - ""sudo service postgresql restart 10""_x000D_
@@ -142,6 +151,9 @@ matrix:_x000D_
       env: ""GEM=activerecord:mysql2""_x000D_
       sudo: required_x000D_
       before_install:_x000D_
+        - ""rm ${BUNDLE_GEMFILE}.lock""_x000D_
+        - ""travis_retry gem update --system""_x000D_
+        - ""travis_retry gem install bundler""_x000D_
         - ""sudo mysql -e \""use mysql; update user set authentication_string='' where User='root'; update user set plugin='mysql_native_password';FLUSH PRIVILEGES;\""""_x000D_
         - ""sudo mysql_upgrade""_x000D_
         - ""sudo service mysql restart""_x000D_
@@ -149,6 +161,9 @@ matrix:_x000D_
       env: ""GEM=activerecord:mysql2""_x000D_
       sudo: required_x000D_
       before_install:_x000D_
+        - ""rm ${BUNDLE_GEMFILE}.lock""_x000D_
+        - ""travis_retry gem update --system""_x000D_
+        - ""travis_retry gem install bundler""_x000D_
         - ""sudo mysql -e \""use mysql; update user set authentication_string='' where User='root'; update user set plugin='mysql_native_password';FLUSH PRIVILEGES;\""""_x000D_
         - ""sudo mysql_upgrade""_x000D_
         - ""sudo service mysql restart""_x000D_
@@ -156,6 +171,9 @@ matrix:_x000D_
       env: ""GEM=activerecord:mysql2""_x000D_
       sudo: required_x000D_
       before_install:_x000D_
+        - ""rm ${BUNDLE_GEMFILE}.lock""_x000D_
+        - ""travis_retry gem update --system""_x000D_
+        - ""travis_retry gem install bundler""_x000D_
         - ""sudo mysql -e \""use mysql; update user set authentication_string='' where User='root'; update user set plugin='mysql_native_password';FLUSH PRIVILEGES;\""""_x000D_
         - ""sudo mysql_upgrade""_x000D_
         - ""sudo service mysql restart""_x000D_
@@ -171,18 +189,27 @@ matrix:_x000D_
       env: ""GEM=activerecord:postgresql""_x000D_
       sudo: required_x000D_
       before_install:_x000D_
+        - ""rm ${BUNDLE_GEMFILE}.lock""_x000D_
+        - ""travis_retry gem update --system""_x000D_
+        - ""travis_retry gem install bundler""_x000D_
         - ""sudo sed -i 's/port = 5433/port = 5432/' /etc/postgresql/10/main/postgresql.conf""_x000D_
         - ""sudo service postgresql restart 10""_x000D_
     - rvm: 2.6.0_x000D_
       env: ""GEM=activerecord:postgresql""_x000D_
       sudo: required_x000D_
       before_install:_x000D_
+        - ""rm ${BUNDLE_GEMFILE}.lock""_x000D_
+        - ""travis_retry gem update --system""_x000D_
+        - ""travis_retry gem install bundler""_x000D_
         - ""sudo sed -i 's/port = 5433/port = 5432/' /etc/postgresql/10/main/postgresql.conf""_x000D_
         - ""sudo service postgresql restart 10""_x000D_
     - rvm: ruby-head_x000D_
       env: ""GEM=activerecord:postgresql""_x000D_
       sudo: required_x000D_
       before_install:_x000D_
+        - ""rm ${BUNDLE_GEMFILE}.lock""_x000D_
+        - ""travis_retry gem update --system""_x000D_
+        - ""travis_retry gem install bundler""_x000D_
         - ""sudo sed -i 's/port = 5433/port = 5432/' /etc/postgresql/10/main/postgresql.conf""_x000D_
         - ""sudo service postgresql restart 10""_x000D_
     - rvm: jruby-head_x000D_
```_x000D_
</details>","C 0001429",0,0,0,0,0,0,1,0,0,0,2,0,0,0,1,1,0,0,0
"#34849 is just a revert of #34621 which tests pre-release version on our CI._x000D_
_x000D_
Is this changing Gemfile.lock any benefit for Rails developers?","C 0001430",1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,0
"Don't think so. I don't want to force bundler 2 to developers just yet. Thank you for the PR.","C 0001431",0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0
"I guess it makes sense to mention the support of signed/encrypted/plain cookies API, headers, env, and session in the documentation.  ","C 0001432",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0
"`env` and `session` options are missed here. `cookies` are no more an option","C 0001433",0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0
"Am I right that this example is not relevant due to the new cookies API?","C 0001434",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
"Ditto","C 0001435",1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
"👍 Great to see `action-cable-testing` making its way into rails core. Thanks for your continued work @palkan!","C 0001436",0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"@rafaelfranca @kaspth Hey folks! Is there any chance for get this reviewed (and, hopefully, merged for Beta 1) and thus finish the `action-cable-testing` merging?","C 0001437",1,1,0,0,0,0,0,0,0,1,0,2,0,0,1,0,0,0,0
"I just saw the other comment and I have added this PR to my list! If all goes well, I'll get to this before  beta1 🙏","C 0001438",1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
"There we go, thanks @palkan!","C 0001439",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"do we need an after_initialize here?","C 0001440",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"I think we do, since `config.active_storage.queue` may be set in an initializer.","C 0001441",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"oh, that is true. For other frameworks we use on_load but I think we don't/can't have a hook for Active Storage.","C 0001442",1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
"What about setting this example as `error` instead of `info`?","C 0001443",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Makes sense. I'll change it 👍 ","C 0001444",1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
"Should this raise an error if we get to the else? Otherwise I think this will silently fail.","C 0001445",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"This sentence reads a little weird to me. I think ""Supported preconfigurations are"" would sound better than ""Supported for preconfiguration are""","C 0001446",1,0,1,0,0,0,0,2,0,0,1,0,0,0,0,1,1,0,0
"Agree. I'll fix it!","C 0001447",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"I don't think so, `sqlite3` and `ibm_db` have a direct adapter name to gem name mapping with no version locking. The value itself should be validated by the `#initialize` check in `ChangeGenerator`.","C 0001448",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"What do these new lines do? I've always found the `base` and `context` naming here confusing?","C 0001449",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Do we generally say DBMS elsewhere?","C 0001450",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2,0,0,0
"✂️ ","C 0001451",1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
"Could switch to `chomp` instead of `sub` while we're here.","C 0001452",0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0
"Curiosity for another time: since 2.6 allows constants to start with non ascii characters, does that mean we could name a Rails app, say, 666?","C 0001453",0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"What is this for?","C 0001454",0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
"Seems odd to mutate it right after defining it. Maybe swap definition order and use `+`?","C 0001455",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0
"✂️ ","C 0001456",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Perhaps we should mirror the options dup and freeze done in convert_database_option_for_jruby","C 0001457",0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0
"Add a newline before and after this `if`. Could also swap to `unless`.","C 0001458",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"✂️ ","C 0001459",0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
"Not used?","C 0001460",2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
"`keys` instead of `map`, or perhaps `map(&:first)`? Should probably also be moved to `all_database_gems`.","C 0001461",1,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"How will we have to maintain these Gemfiles going forward?","C 0001462",0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0
"Adding a newline after `output` and between the `assert_file` seems like it would increase readability in these tests.","C 0001463",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
"For another time: seeing this deep module nesting makes me think we should consider adding something akin to Action Mailboxes' `routing` for commands.","C 0001464",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0
"Only once in a comment of `activerecord/lib/active_record/connection_adapters/abstract_adapter.rb`. I see `RDBMS` in `guides/source/active_record_basics.md` and `activerecord/lib/active_record/connection_adapters/abstract/schema_statements.rb`, but I don't think that's much better. I'll change it to `database` for now.","C 0001465",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"I'm essentially only adding `lookups << ""rails:#{base}:#{name}""` if a `base` exists. This is necessary due to the second part of the lookup code: _x000D_
```ruby_x000D_
unless base || context_x000D_
  unless name.to_s.include?(?:)_x000D_
    lookups << ""#{name}:#{name}""_x000D_
    lookups << ""rails:#{name}""_x000D_
  end_x000D_
  lookups << ""#{name}""_x000D_
end_x000D_
```_x000D_
Specifically, `lookups << ""rails:#{name}""` which limits us to looking up  single segment generator names in the toplevel rails namespace._x000D_
_x000D_
When looking up `rails g db:system:change`, `name` is the last segment (`""change""`), `base` is the namespace path (`""db:system""`), and `context` is `nil`. I think `context` is used if `name` isn't the command name, but I'm not sure why. Maybe we should change `base` to `path`?_x000D_
_x000D_
","C 0001466",1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
